Influential 2-amod
we 21-nsubj
can 21-aux
concentrate 16-advcl
on 21-prep
our 25-poss
core 25-compound
business 22-pobj
, 21-punct
renting 21-advcl
automobiles 27-dobj
in 27-prep
the 31-det
U.S. 29-pobj
and 29-cc
abroad 29-conj
, 36-punct
'' 36-punct
said 0-ROOT
William 38-compound
Slider 36-nsubj
, 38-punct
Hertz 44-poss
's 40-case
executive 44-amod
vice 44-compound
president 38-appos
. 36-punct

 45-dep

` 6-punct
` 6-punct
We 6-nsubj
are 6-aux
only 6-advmod
going 0-ROOT
to 8-aux
sell 6-xcomp
at 8-prep
the 12-det
right 12-amod
price 9-pobj
. 6-punct

'' 5-punct

 1-dep
Hertz 4-compound
Equipment 5-nsubj
had 0-ROOT
operating 7-compound
profit 5-dobj
before 5-prep
depreciation 8-pobj
of 9-prep
$ 13-quantmod
90 13-compound
million 10-pobj
on 9-prep
revenue 14-pobj
of 15-prep
$ 19-quantmod
150 19-compound
million 16-pobj
in 9-prep
1988 20-pobj
. 5-punct

 22-dep

The 5-det
closely 3-advmod
held 5-amod
Hertz 5-compound
Corp. 6-nsubj
had 0-ROOT
annual 8-amod
revenue 6-dobj
of 8-prep
close 14-amod
to 14-quantmod
$ 14-quantmod
2 14-compound
billion 9-pobj
in 6-prep
1988 15-pobj
, 6-punct
of 24-prep
which 18-pobj
$ 22-quantmod
1.7 22-compound
billion 24-nsubjpass
was 24-auxpass
contributed 6-advcl
by 24-agent
its 31-poss
Hertz 31-compound
Rent 29-compound
A 31-compound
Car 31-compound
operations 25-pobj
world 34-npadvmod
- 34-punct
wide 24-advmod
. 6-punct

 35-dep

Hertz 2-compound
Equipment 3-nsubj
is 0-ROOT
a 6-det
major 6-amod
supplier 3-attr
of 6-prep
rental 9-amod
equipment 7-pobj
in 6-prep
the 12-det
U.S. 10-pobj
, 12-punct
France 12-conj
, 14-punct
Spain 14-conj
and 16-cc
the 19-det
U.K 16-conj
. 3-punct

 20-dep

It 2-nsubj
supplies 0-ROOT
commercial 6-amod
and 3-cc
industrial 3-conj
equipment 2-dobj
including 6-prep
earth 10-npadvmod
- 10-punct
moving 7-pcomp
, 10-punct
aerial 10-conj
, 12-punct
compaction 12-conj
and 14-cc
electrical 17-amod
equipment 14-conj
, 14-punct
compressors 14-conj
, 19-punct
cranes 19-conj
, 21-punct
forklifts 21-conj
and 23-cc
trucks 23-conj
. 2-punct

 26-dep

Interspec 2-compound
Inc. 3-nsubj
reported 0-ROOT
a 6-det
net 6-amod
loss 3-dobj
of 6-prep
$ 10-quantmod
2.4 10-compound
million 7-pobj
for 6-prep
the 15-det
fiscal 15-amod
third 15-amod
quarter 11-pobj
ended 15-acl
Aug. 16-npadvmod
31 17-nummod
. 3-punct

 19-dep

It 2-nsubj
said 0-ROOT
the 4-det
loss 5-nsubj
resulted 2-ccomp
from 5-prep
startup 10-nmod
and 7-cc
introduction 7-conj
costs 6-pobj
related 10-acl
to 11-prep
a 18-det
new 18-amod
medical 16-amod
ultrasound 17-compound
equipment 18-compound
system 12-pobj
. 2-punct

 19-dep

In 10-prep
the 6-det
year 5-npadvmod
- 5-punct
earlier 6-amod
quarter 1-pobj
, 10-punct
the 9-det
company 10-nsubj
reported 0-ROOT
net 12-amod
income 10-dobj
of 12-prep
$ 15-nmod
955,000 13-pobj
, 15-punct
or 15-cc
15 19-nummod
cents 15-conj
a 21-det
share 19-npadvmod
. 10-punct

 22-dep

The 2-det
manufacturer 14-nsubj
of 2-prep
ultrasound 6-nmod
diagnostic 6-amod
systems 3-pobj
, 2-punct
based 2-acl
in 8-prep
Ambler 9-pobj
, 10-punct
Pa. 10-appos
, 14-punct
reported 0-ROOT
a 20-det
nine 18-nummod
- 18-punct
month 20-nmod
net 20-amod
loss 14-dobj
of 20-prep
$ 24-quantmod
2.43 24-compound
million 21-pobj
compared 14-prep
with 25-prep
net 28-amod
income 26-pobj
of 28-prep
$ 32-quantmod
2.71 32-compound
million 29-pobj
, 32-punct
or 32-cc
44 36-nummod
cents 32-conj
a 38-det
share 36-npadvmod
, 14-punct
for 14-prep
the 45-det
nine 44-nummod
- 44-punct
month 45-compound
period 40-pobj
a 47-det
year 48-npadvmod
earlier 45-advmod
. 14-punct

 49-dep

In 10-prep
over 7-nmod
- 2-punct
the 6-det
- 6-punct
counter 2-pobj
trading 1-pobj
, 10-punct
Interspec 10-nsubj
fell 0-ROOT
37.5 12-nummod
cents 10-npadvmod
to 10-prep
$ 15-nmod
4.25 13-pobj
. 10-punct

 16-dep

Allegheny 3-compound
Ludlum 3-compound
Corp. 4-nsubj
expects 0-ROOT
to 6-aux
report 4-xcomp
third 9-amod
- 9-punct
quarter 10-compound
net 6-dobj
of 10-prep
about 15-advmod
$ 15-quantmod
34 15-compound
million 11-pobj
, 15-punct
or 10-cc
$ 19-nmod
1.50 10-conj
a 21-det
share 19-npadvmod
, 6-punct
down 6-advmod
from 23-prep
$ 27-quantmod
38.4 27-compound
million 24-pobj
, 27-punct
or 27-cc
$ 31-nmod
1.70 27-conj
a 33-det
share 31-npadvmod
, 31-punct
a 36-det
year 37-npadvmod
earlier 31-advmod
, 49-punct
Richard 41-compound
P. 41-compound
Simmons 49-nsubj
, 41-punct
chairman 41-appos
and 43-cc
chief 47-amod
executive 47-amod
officer 43-conj
, 49-punct
told 4-conj
institutional 51-amod
investors 49-dobj
in 51-prep
New 54-compound
York 52-pobj
. 49-punct

 55-dep

Sales 14-nsubj
for 1-prep
the 7-det
Pittsburgh 6-npadvmod
- 6-punct
based 7-amod
producer 2-pobj
of 7-prep
specialty 10-compound
steels 8-pobj
and 10-cc
other 13-amod
materials 10-conj
fell 33-ccomp
to 14-prep
about 19-advmod
$ 19-quantmod
265 19-compound
million 15-pobj
in 14-prep
the 23-det
third 23-amod
quarter 20-pobj
from 14-prep
$ 27-quantmod
320.5 27-compound
million 24-pobj
a 29-det
year 30-npadvmod
earlier 24-advmod
, 33-punct
he 33-nsubj
said 0-ROOT
. 33-punct

 34-dep

He 2-nsubj
said 0-ROOT
the 7-det
third 6-amod
- 6-punct
quarter 7-compound
estimate 8-nsubj
indicates 2-ccomp
profit 8-dobj
for 9-prep
the 13-det
nine 13-nummod
months 10-pobj
of 13-prep
$ 16-nmod
4.65 14-pobj
a 18-det
share 16-npadvmod
, 8-punct
` 8-punct
` 8-punct
almost 23-advmod
equal 8-acomp
to 23-prep
the 30-det
full 28-amod
- 28-punct
year 30-nmod
1988 30-nummod
earnings 24-pobj
'' 30-punct
of 30-prep
$ 35-quantmod
108.6 35-compound
million 32-pobj
, 30-punct
or 30-cc
$ 39-nmod
4.81 30-conj
a 41-det
share 39-npadvmod
. 2-punct

 42-dep

In 10-prep
the 5-det
first 5-amod
nine 5-nummod
months 1-pobj
of 5-prep
1988 6-pobj
, 10-punct
net 10-nsubj
was 0-ROOT
$ 13-quantmod
85 13-compound
million 10-attr
, 13-punct
or 13-cc
$ 17-nmod
3.76 13-conj
a 19-det
share 17-npadvmod
. 10-punct

 20-dep

Mr. 2-compound
Simmons 3-nsubj
said 0-ROOT
the 8-det
third 7-amod
- 7-punct
quarter 8-compound
results 9-nsubj
reflect 3-ccomp
continued 11-amod
improvements 9-dobj
in 11-prep
productivity 12-pobj
and 13-cc
operating 16-compound
margins 13-conj
. 3-punct

 17-dep

He 2-nsubj
said 0-ROOT
capital 4-compound
spending 2-dobj
next 6-amod
year 8-npadvmod
will 8-aux
rise 2-ccomp
to 8-prep
about 13-advmod
$ 13-quantmod
45 13-compound
million 9-pobj
from 8-prep
about 18-advmod
$ 18-quantmod
35 18-compound
million 14-pobj
this 20-det
year 8-npadvmod
. 2-punct

 21-dep

U.S. 3-compound
Banknote 3-compound
Co. 4-nsubj
said 0-ROOT
it 7-nsubj
again 7-advmod
extended 4-ccomp
the 10-det
expiration 10-compound
date 7-dobj
of 10-prep
its 20-poss
$ 14-nmod
7 20-nummod
- 14-punct
a 18-det
- 18-punct
share 14-npadvmod
tender 20-compound
offer 11-pobj
for 20-prep
International 24-compound
Banknote 24-compound
Co. 21-pobj
to 7-prep
Nov. 25-pobj
15 26-nummod
. 4-punct

 28-dep

U.S. 2-compound
Banknote 3-nsubj
said 0-ROOT
it 5-nsubj
is 3-ccomp
in 5-prep
negotiations 6-pobj
to 9-aux
sell 7-acl
` 13-punct
` 13-punct
certain 13-amod
facilities 9-dobj
, 13-punct
'' 13-punct
which 20-dobj
it 20-nsubj
did 20-aux
n't 20-neg
name 13-relcl
, 13-punct
to 9-prep
a 25-det
third 25-amod
party 22-pobj
, 3-punct
and 3-cc
it 29-nsubj
needs 3-conj
the 31-det
extension 33-nsubj
to 33-aux
try 29-ccomp
to 35-aux
reach 33-xcomp
a 38-det
definitive 38-amod
agreement 35-dobj
on 38-prep
the 41-det
sale 39-pobj
. 29-punct

 42-dep

U.S. 2-compound
Banknote 3-nsubj
said 0-ROOT
it 5-nsubj
believes 3-ccomp
the 7-det
sale 14-nsubj
, 14-punct
if 10-mark
completed 14-advcl
, 14-punct
apparently 14-advmod
would 14-aux
satisfy 5-ccomp
antitrust 16-amod
issues 14-dobj
raised 16-acl
by 17-agent
the 22-det
U.S. 22-compound
Justice 22-compound
Department 18-pobj
about 22-prep
U.S. 25-compound
Banknote 27-poss
's 25-case
offer 23-pobj
to 29-aux
buy 27-acl
International 31-compound
Banknote 29-dobj
. 3-punct

 32-dep

Both 9-nsubj
of 1-prep
the 8-det
New 5-compound
York 7-npadvmod
- 7-punct
based 8-amod
companies 2-pobj
print 0-ROOT
stock 11-compound
certificates 9-dobj
and 11-cc
currency 11-conj
. 9-punct

 14-dep

U.S. 2-compound
Banknote 3-nsubj
said 0-ROOT
` 3-punct
` 3-punct
there 8-expl
can 8-aux
be 3-ccomp
no 10-det
assurance 8-attr
'' 17-punct
a 14-det
sale 14-compound
agreement 17-nsubjpass
would 17-aux
be 17-auxpass
concluded 3-ccomp
. 3-punct

 18-dep

It 3-nsubj
also 3-advmod
said 0-ROOT
the 6-det
tender 6-compound
offer 9-nsubj
would 9-aux
probably 9-advmod
have 3-ccomp
to 12-aux
be 12-auxpass
extended 9-xcomp
further 12-advmod
to 15-aux
complete 12-advcl
financing 17-compound
arrangements 15-dobj
. 3-punct

 18-dep

U.S. 2-compound
Banknote 3-nsubj
said 0-ROOT
Citibank 5-nsubj
extended 3-ccomp
the 8-det
expiration 8-compound
date 5-dobj
of 8-prep
its 11-poss
commitment 9-pobj
for 11-prep
senior 15-amod
secured 15-amod
financing 12-pobj
to 11-prep
Nov. 16-pobj
15 17-nummod
. 3-punct

 19-dep

The 2-det
offer 10-nsubjpass
, 4-punct
made 2-acl
June 4-npadvmod
1 5-nummod
, 4-punct
has 10-aux
been 10-auxpass
extended 0-ROOT
several 12-amod
times 10-npadvmod
. 10-punct

 13-dep

Closely 2-advmod
held 4-amod
U.S. 4-compound
Banknote 5-nsubj
offered 0-ROOT
the 8-det
$ 8-nmod
7 5-dobj
a 10-det
share 8-npadvmod
, 8-punct
or 8-cc
$ 15-quantmod
126 15-compound
million 8-conj
, 8-punct
for 5-prep
as 22-advmod
many 22-amod
as 22-quantmod
14.9 22-compound
million 23-nummod
shares 17-pobj
, 23-punct
or 23-cc
78.6 27-nummod
% 23-conj
, 27-punct
of 23-prep
International 31-compound
Banknote 33-poss
's 31-case
shares 29-pobj
outstanding 33-amod
. 5-punct

 35-dep

U.S. 2-compound
Banknote 3-nsubj
said 0-ROOT
that 27-mark
as 27-prep
of 5-prep
Oct. 6-pobj
13 7-nummod
, 27-punct
16.1 11-compound
million 12-nummod
shares 27-nsubjpass
, 12-punct
or 12-cc
about 16-advmod
84.3 17-nummod
% 12-conj
of 17-prep
the 22-det
fully 21-advmod
diluted 22-amod
shares 18-pobj
outstanding 22-amod
, 27-punct
had 27-aux
been 27-auxpass
tendered 3-ccomp
. 3-punct

 28-dep

Gitano 3-compound
Group 3-compound
Inc. 4-nsubj
said 0-ROOT
it 6-nsubj
agreed 4-ccomp
to 8-aux
buy 6-xcomp
50 10-nummod
% 8-dobj
of 10-prep
Regatta 14-compound
Sport 14-compound
Ltd. 11-pobj
, 14-punct
a 20-det
closely 18-advmod
held 20-amod
apparel 20-compound
maker 14-appos
, 8-punct
with 8-prep
the 24-det
assumption 22-pobj
of 24-prep
$ 28-quantmod
3 28-compound
million 25-pobj
of 28-prep
contingent 31-compound
debt 29-pobj
. 4-punct

 32-dep

Under 13-prep
the 3-det
terms 1-pobj
of 3-prep
the 6-det
contract 4-pobj
, 13-punct
New 9-compound
York 11-npadvmod
- 11-punct
based 12-amod
Gitano 13-nsubj
has 0-ROOT
the 15-det
option 13-dobj
to 17-aux
acquire 15-acl
the 21-det
remaining 21-amod
50 21-nummod
% 17-dobj
of 21-prep
Regatta 22-pobj
, 23-punct
a 26-det
maker 23-appos
of 26-prep
men 33-poss
's 28-case
and 28-cc
women 28-conj
's 31-case
clothes 27-pobj
sold 33-acl
primarily 36-advmod
in 34-prep
department 38-compound
stores 36-pobj
, 17-punct
under 17-prep
certain 42-amod
conditions 40-pobj
. 13-punct

 43-dep

That 6-mark
50 3-nummod
% 6-nsubjpass
is 6-auxpass
now 6-advmod
held 0-ROOT
by 6-agent
Clifford 9-compound
Parker 7-pobj
, 9-punct
Regatta 13-poss
's 11-case
president 9-appos
and 13-cc
chief 17-amod
executive 17-amod
officer 13-conj
, 9-punct
who 21-nsubj
will 21-aux
continue 6-ccomp
to 23-aux
manage 21-xcomp
Regatta 26-poss
's 24-case
operations 23-dobj
under 26-prep
Gitano 27-pobj
. 6-punct

 29-dep

In 6-prep
1989 1-pobj
, 6-punct
Regatta 6-nsubj
will 6-aux
have 25-ccomp
sales 6-dobj
` 6-punct
` 6-punct
in 6-prep
excess 10-pobj
of 11-prep
$ 15-quantmod
10 15-compound
million 12-pobj
'' 6-punct
and 6-cc
will 19-aux
show 6-conj
a 21-det
profit 19-dobj
, 25-punct
Mr. 24-compound
Parker 25-nsubj
said 0-ROOT
. 25-punct

 26-dep

Gitano 22-nsubj
, 1-punct
which 4-nsubj
makes 1-relcl
budget 7-npadvmod
- 7-punct
priced 8-amod
apparel 4-dobj
sold 8-acl
mainly 11-advmod
through 9-prep
mass 13-amod
merchandisers 11-pobj
like 13-prep
K 16-compound
mart 14-pobj
and 16-cc
Wal 16-conj
- 16-conj
Mart 16-appos
, 22-punct
said 0-ROOT
the 25-det
Regatta 25-compound
acquisition 27-nsubj
will 27-aux
enhance 22-ccomp
its 29-poss
strategy 27-dobj
to 31-aux
expand 27-advcl
into 31-prep
department 34-compound
stores 32-pobj
. 22-punct

 35-dep

This 2-det
fall 5-npadvmod
, 5-punct
Gitano 5-nsubj
began 31-ccomp
manufacturing 5-xcomp
moderately 8-advmod
priced 9-amod
clothes 6-dobj
aimed 9-acl
at 10-prep
department 13-compound
stores 11-pobj
under 10-prep
the 18-det
Gloria 17-compound
Vanderbilt 18-compound
trademark 14-pobj
, 18-punct
which 23-dobj
Gitano 23-nsubj
recently 23-advmod
acquired 18-relcl
. 5-punct

 24-dep
Enron 27-compound
Corp. 31-nsubj
, 27-punct
Houston 27-npadvmod
, 31-punct
said 0-ROOT
the 33-det
sale 50-nsubj
of 33-prep
preference 36-compound
units 34-pobj
of 36-prep
its 48-poss
newly 40-advmod
formed 48-amod
Enron 48-compound
NGL 44-compound
Partners 44-compound
L.P. 47-compound
master 47-nmod
limited 47-amod
partnership 48-compound
subsidiary 37-pobj
will 50-aux
result 31-ccomp
in 50-prep
an 54-det
undetermined 54-amod
gain 51-pobj
in 54-prep
the 58-det
fourth 58-amod
quarter 55-pobj
. 31-punct

 59-dep

In 12-prep
the 6-det
year 5-npadvmod
- 5-punct
ago 6-amod
quarter 1-pobj
, 12-punct
the 11-det
natural 10-amod
gas 11-compound
concern 12-nsubj
had 0-ROOT
net 14-amod
income 12-dobj
of 14-prep
$ 18-quantmod
25.2 18-compound
million 15-pobj
, 18-punct
or 18-cc
34 22-nummod
cents 18-conj
a 24-det
share 22-npadvmod
, 12-punct
on 12-prep
revenue 26-pobj
of 27-prep
about 32-advmod
$ 32-quantmod
1.46 32-compound
billion 28-pobj
. 12-punct

 33-dep

Those 2-det
results 3-nsubj
included 0-ROOT
a 8-det
$ 7-quantmod
2.7 7-compound
million 8-nummod
charge 3-dobj
related 8-acl
to 9-prep
the 12-det
retirement 10-pobj
of 12-prep
debt 13-pobj
. 3-punct

 15-dep

In 7-prep
a 4-det
related 4-amod
move 1-pobj
, 7-punct
Enron 7-nsubj
said 0-ROOT
it 9-nsubj
increased 7-ccomp
the 11-det
number 9-dobj
of 11-prep
the 14-det
partnership 16-poss
's 14-case
units 12-pobj
it 19-nsubj
will 19-aux
offer 11-relcl
to 19-prep
6,930,000 20-pobj
from 19-prep
5,500,000 22-pobj
. 7-punct

 24-dep

The 5-det
old 5-amod
and 2-cc
revised 2-conj
numbers 7-nsubj
both 7-nsubj
include 0-ROOT
over 10-amod
- 10-punct
allotment 11-compound
provisions 7-dobj
. 7-punct

 12-dep

Enron 2-nsubj
said 0-ROOT
each 4-det
unit 7-nsubjpass
will 7-aux
be 7-auxpass
priced 2-ccomp
in 7-prep
the 14-det
$ 13-quantmod
19 13-nummod
- 13-punct
to-$21 14-nummod
range 8-pobj
and 7-cc
will 17-aux
represent 7-conj
about 19-advmod
80 20-nummod
% 17-dobj
of 20-prep
the 24-det
partnership 24-compound
equity 21-pobj
. 2-punct

 25-dep

Net 2-amod
proceeds 7-nsubjpass
from 2-prep
the 5-det
offering 3-pobj
are 7-auxpass
expected 0-ROOT
to 9-aux
be 7-xcomp
close 14-advmod
to 14-quantmod
$ 14-quantmod
200 14-compound
million 9-attr
. 7-punct

 15-dep

Goldman 12-nsubj
, 1-punct
Sachs 1-conj
& 3-cc
Co. 3-conj
, 1-punct
and 1-cc
Drexel 11-compound
Burnham 11-compound
Lambert 11-compound
Inc. 1-conj
are 0-ROOT
lead 14-amod
underwriters 12-attr
. 12-punct

 15-dep

Arthur 3-compound
M. 3-compound
Goldberg 4-nsubj
said 0-ROOT
he 6-nsubj
extended 4-ccomp
his 10-poss
unsolicited 10-amod
tender 10-compound
offer 6-dobj
of 10-prep
$ 13-nmod
32 11-pobj
a 17-det
share 17-compound
tender 17-compound
offer 10-appos
, 17-punct
or 17-cc
$ 22-quantmod
154.3 22-compound
million 17-conj
, 10-punct
for 10-prep
Di 27-compound
Giorgio 27-compound
Corp. 24-pobj
to 6-prep
Nov. 28-pobj
1 29-nummod
. 4-punct

 31-dep
DIG 35-compound
Acquisition 35-compound
Corp. 45-nsubj
, 35-punct
the 40-det
New 39-compound
Jersey 40-compound
investor 43-poss
's 40-case
acquisition 43-compound
vehicle 35-appos
, 35-punct
said 4-ccomp
that 59-mark
as 59-prep
of 47-prep
the 50-det
close 48-pobj
of 50-prep
business 51-pobj
yesterday 59-npadvmod
, 59-punct
560,839 56-nummod
shares 59-nsubjpass
had 59-aux
been 59-auxpass
tendered 45-ccomp
. 4-punct

 60-dep

Including 9-prep
the 4-det
stake 4-compound
DIG 1-pobj
already 6-advmod
held 4-acl
, 9-punct
DIG 9-nsubj
holds 0-ROOT
a 11-det
total 9-dobj
of 11-prep
about 14-advmod
25 15-nummod
% 12-pobj
of 15-prep
Di 18-compound
Giorgio 20-poss
's 18-case
shares 16-pobj
on 9-prep
a 25-det
fully 24-advmod
diluted 25-amod
basis 21-pobj
. 9-punct

 26-dep

The 2-det
offer 14-nsubj
, 2-punct
which 6-nsubj
also 6-advmod
includes 2-relcl
common 12-amod
and 7-cc
preferred 7-conj
stock 11-compound
purchase 12-compound
rights 6-dobj
, 14-punct
was 0-ROOT
to 16-aux
expire 14-xcomp
last 18-amod
night 16-npadvmod
at 16-prep
midnight 19-pobj
. 14-punct

 21-dep

The 4-det
new 4-amod
expiration 4-compound
date 5-nsubj
is 22-ccomp
the 7-det
date 5-attr
on 13-prep
which 8-pobj
DIG 13-poss
's 10-case
financing 13-compound
commitments 7-relcl
, 13-punct
which 16-nsubj
total 13-relcl
about 20-advmod
$ 20-quantmod
240 20-compound
million 16-dobj
, 22-punct
are 0-ROOT
to 24-aux
expire 22-xcomp
. 22-punct

 25-dep

DIG 2-nsubj
is 0-ROOT
a 4-det
unit 2-attr
of 4-prep
DIG 8-compound
Holding 8-compound
Corp. 5-pobj
, 8-punct
a 11-det
unit 8-appos
of 11-prep
Rose 15-compound
Partners 15-compound
L.P 12-pobj
. 2-punct

 16-dep

Mr. 2-compound
Goldberg 3-nsubj
is 0-ROOT
the 7-det
sole 7-amod
general 7-amod
partner 3-attr
in 7-prep
Rose 10-compound
Partners 8-pobj
. 3-punct

 11-dep

In 20-prep
August 1-pobj
, 20-punct
Di 5-compound
Giorgio 20-nsubj
, 5-punct
a 11-det
San 9-compound
Francisco 11-compound
food 11-compound
products 5-appos
and 11-cc
building 18-compound
materials 18-nmod
marketing 18-nmod
and 15-cc
distribution 15-conj
company 11-conj
, 20-punct
rejected 0-ROOT
Mr. 22-compound
Goldberg 24-poss
's 22-case
offer 20-dobj
as 20-prep
inadequate 25-amod
. 20-punct

 27-dep

In 12-prep
New 3-compound
York 5-nmod
Stock 5-nmod
Exchange 7-nmod
composite 7-amod
trading 1-pobj
yesterday 12-npadvmod
, 12-punct
Di 11-compound
Giorgio 12-nsubj
closed 0-ROOT
at 12-prep
$ 15-nmod
31.50 13-pobj
a 17-det
share 15-npadvmod
, 12-punct
down 12-advmod
$ 21-nmod
1.75 19-npadvmod
. 12-punct

 22-dep

What 4-nsubj
does 4-aux
n't 4-neg
belong 0-ROOT
here 4-advmod
? 4-punct

 6-dep
A. 10-compound
manual 10-amod
typewriters 4-dep
, 10-punct
B. 18-nmod
black 18-amod
- 13-punct
and 13-cc
- 17-punct
white 13-conj
snapshots 10-conj
, 18-punct
C. 22-compound
radio 22-compound
adventure 23-compound
shows 18-conj
. 4-punct

 24-dep

If 3-mark
you 3-nsubj
guessed 12-advcl
black 9-amod
- 4-punct
and 4-cc
- 8-punct
white 4-conj
snapshots 3-dobj
, 12-punct
you 12-nsubj
're 0-ROOT
right 12-acomp
. 12-punct

 14-dep

After 14-prep
years 1-pobj
of 2-prep
fading 3-pcomp
into 4-prep
the 7-det
background 5-pobj
, 14-punct
two 11-nummod
- 11-punct
tone 12-compound
photography 14-nsubj
is 14-aux
coming 0-ROOT
back 14-advmod
. 14-punct

 16-dep

Trendy 3-amod
magazine 3-compound
advertisements 4-nsubj
feature 0-ROOT
stark 11-amod
black 11-amod
- 6-punct
and 6-cc
- 10-punct
white 6-conj
photos 4-dobj
of 11-prep
Hollywood 14-compound
celebrities 15-nsubj
pitching 12-pcomp
jeans 15-dobj
, 16-punct
shoes 16-conj
and 18-cc
liquor 18-conj
. 4-punct

 21-dep

Portrait 2-compound
studios 0-ROOT
accustomed 2-acl
to 3-prep
shooting 4-pcomp
only 7-advmod
in 5-prep
color 9-compound
report 7-pobj
a 11-det
rush 5-dobj
to 11-prep
black 19-amod
- 13-punct
and 13-cc
- 17-punct
white 13-conj
portrait 19-compound
orders 12-pobj
. 2-punct

 20-dep

And 10-cc
black 8-amod
- 2-punct
and 2-cc
- 6-punct
white 2-conj
photography 8-compound
classes 10-nsubjpass
are 10-auxpass
crowded 0-ROOT
with 10-prep
students 11-pobj
. 10-punct

 13-dep

What 3-nsubj
's 3-aux
happening 0-ROOT
in 3-prep
photography 6-compound
mirrors 4-pobj
the 8-det
popularity 3-dobj
of 8-prep
black 9-pobj
and 10-cc
white 10-conj
in 8-prep
fashion 13-pobj
, 8-punct
home 17-compound
furnishings 8-conj
and 17-cc
cinematography 17-conj
. 3-punct

 20-dep

On 8-prep
Seventh 3-compound
Avenue 1-pobj
, 8-punct
designers 8-nsubj
have 8-aux
been 8-aux
advancing 0-ROOT
the 11-det
monochrome 11-compound
look 8-dobj
with 11-prep
clothing 14-compound
collections 12-pobj
done 8-advcl
entirely 15-advmod
in 15-prep
black 17-pobj
and 18-cc
white 18-conj
. 8-punct

 21-dep

And 10-cc
classic 8-amod
black 8-amod
- 3-punct
and 3-cc
- 7-punct
white 3-conj
movies 10-nsubj
are 10-aux
enjoying 0-ROOT
a 12-det
comeback 10-dobj
on 12-prep
videocassette 15-compound
tapes 13-pobj
, 10-punct
spurred 10-advcl
, 17-punct
in 17-prep
part 19-pobj
, 17-punct
by 17-agent
the 24-det
backlash 22-pobj
against 24-prep
colorization 25-pobj
of 26-prep
old 29-amod
films 27-pobj
. 10-punct

 30-dep

` 6-punct
` 6-punct
The 4-det
pendulum 6-nsubj
is 6-aux
swinging 14-ccomp
back 6-advmod
to 7-prep
black 8-pobj
and 9-cc
white 9-conj
, 14-punct
'' 14-punct
says 0-ROOT
Richard 16-compound
DeMoulin 14-nsubj
, 16-punct
the 20-det
general 20-amod
manager 16-appos
of 20-prep
Eastman 24-compound
Kodak 24-compound
Co. 28-poss
's 24-case
professional 28-amod
photography 28-compound
division 21-pobj
. 14-punct

 29-dep

Until 16-prep
two 3-nummod
years 4-npadvmod
ago 16-advmod
, 16-punct
sales 16-nsubj
of 6-prep
black 13-amod
- 8-punct
and 8-cc
- 12-punct
white 8-conj
film 7-pobj
had 16-aux
been 16-aux
declining 0-ROOT
steadily 16-advmod
since 16-prep
the 20-det
1960s 18-pobj
. 16-punct

 21-dep

But 17-cc
last 3-amod
year 17-npadvmod
, 5-punct
buoyed 17-advcl
by 5-agent
increased 8-amod
use 6-pobj
in 8-prep
advertising 9-pobj
and 10-cc
other 14-amod
commercial 14-amod
applications 10-conj
, 17-punct
sales 17-nsubj
increased 0-ROOT
5 19-nummod
% 17-npadvmod
, 17-punct
and 17-cc
they 24-nsubjpass
are 24-auxpass
expected 17-conj
to 26-aux
jump 24-xcomp
at 28-advmod
least 30-advmod
that 30-advmod
much 26-advmod
again 26-advmod
this 33-det
year 26-npadvmod
. 24-punct

 34-dep

Photographic 2-amod
companies 4-nsubj
are 4-aux
scrambling 0-ROOT
to 6-aux
tap 4-xcomp
the 9-det
resurging 9-compound
market 6-dobj
, 6-punct
reviving 6-advcl
some 19-det
black 18-amod
- 13-punct
and 13-cc
- 17-punct
white 13-conj
product 19-compound
lines 11-dobj
and 11-cc
developing 11-conj
new 23-amod
ones 21-dobj
. 4-punct

 24-dep

At 20-prep
Kodak 1-pobj
, 2-punct
which 6-nsubj
largely 6-advmod
ignored 2-relcl
the 8-det
market 6-dobj
for 6-prep
years 9-pobj
, 20-punct
black 17-amod
- 12-punct
